"","Ecode","Authority","Class","...4","1. Council Tax Requirement for billing authority including special expenses, local precepts and Adult Social Care Precept.","...6","2. Parish precepts","...8","3. Council Tax Requirement for billing authority (including special expenses and Adult Social Care precept, but excluding local precepts)","...10","3a. Levies and special levies","...12","4. Tax base (after council tax reduction scheme)","...14","5. Estimated collection rate (%)","...16","6. Tax base adjustment (contributions in lieu of Class O exempt dwellings)","...18","7. Council tax base for council tax setting purposes","...20","8. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and local precepts)","...22","9. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and excluding local precepts)","...24","10. Total Adult Social Care precept","11a. Adult Social Care precept element of the 2017-18 Average (Band D 2 Adult equivalent) council tax (£)","11b. Adult Social Care precept as a percentage of the 2016-17 Average Band D 2 Adult equivalent council tax, excluding local precepts, (maximum 2%)","12. Is the council tax your authority set subject to a referendum?","13. Are one or more precepting authorities in your area holding a referendum?","14. Average council tax of major precepting authorities in the billing authority's area","...31","...32","15. Average (Band D 2 adult equivalent) council tax for area of the billing authority including both local and major precepts.  (Lines 8+ 14(a) + 14(b) + 14(c))","16. All parishes that exist in the authority's area in 2016-17 (whether they set a precept or not)","...35","17. Charter Trustees in the authority's area - 2016-17","...37","18. Precepting parishes, Charter Trustees and Temples in the authority's area setting a precept in 2016-17","...39"
"1",NA,NA,NA,NA,"2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18",NA,NA,NA,NA,NA,"County or GLA","Police","Fire",NA,"Number","CTB","Number","Tax Base","Number","Tax Base"
"182","E1038","North East Derbyshire","SD",NA,"8208523","8481620","2893566","2965717","5314957","5515903","0","0","30445.96","30736.03","98.2","98.2","0","0","29897.9","30182.799999999999","274.55","281.01","177.77","182.75","0",0,0,"No","No","1211.6600000000001","180.6","72.58","1745.85","24","30182.799999999999","0","0","24","30182.799999999999"
"183","E2003","North East Lincolnshire","UA",NA,"56345901","59940530.859999999","633256","654820","55712645","59285710.859999999","642000","612000","42083.1","42658.22","98.2","98.2","0","0","41325.599999999999","41890.400000000001","1363.46","1430.89","1348.14","1415.26","1693208",40.4199530202624,3,"No","No","0","187.33","80.150000000000006","1698.3700000000001","21","12285.7","2","29604.7","16","41649"
"184","E1935","North Hertfordshire","SD",NA,"11177378","11622673","1005472","1067851.0000000002","10171906","10554822","4447","4501","48474.3","49140.101010101025","99","99","0","0","47989.599999999999","48648.7","232.91","238.91","211.96","216.96","0",0,0,"No","No","1245.83","152","0","1636.74","35","21374.3","0","0","30","21153.599999999999"
"185","E2534","North Kesteven","SD",NA,"8039900","8579900","2570437","2968400","5469463","5611500","377200","459700","34956.07","35745","99.25","99.25","756.1","773.1","35450","36250","226.8","236.69","154.29","154.80000000000001","0",0,0,"No","No","1173.42","205.47","0","1615.5800000000002","75","36250","0","0","70","36220"
"186","E2004","North Lincolnshire","UA",NA,"62243773","66978644","1345173","1413955","60898600","65564689","1401694","1421896","47193.2","48867.276604675491","98.499790000000004","98.5","12.9","12.9","46498.1","48147.199999999997","1338.63","1391.12","1309.7","1361.75","1876777",38.9799822211884,2.98,"No","No","0","187.33","80.150000000000006","1658.6","56","32748.3","1","15398.9","53","32416"
"187","E2635","North Norfolk","SD",NA,"7156535","7460427","1887806","2079492","5268729","5380935","0","0","38714.300000000003","39538.800000000003","98","98","0","0","37940","38748","188.63","192.54","138.87","138.87","0",0,0,"No","No","1247.94","217.17","0","1657.65","121","38748","0","0","116","38541.300000000003"
"188","E0104","North Somerset","UA",NA,"95569996","102061310","4205298","4335620","91364698","97725690","773230","779042","76217.399999999994","77826.899999999994","99.2","99.2","0","0","75607.7","77204.3","1264.02","1321.96","1208.4000000000001","1265.81","2798656",36.2500016190808,3,"No","No","0","181.81","69.28","1573.05","39","77204.3","0","0","39","77204.3"
"189","E4503","North Tyneside","MD",NA,"78653161","84402794","0","0","78653161","84402794","12160035","11606425","57764.9","59037.599999999999","98.5","98.5","49.6","50","56948","58202","1381.14","1450.17","1381.14","1450.17","2411308",41.4299852238755,3,"No","No","0","98.33","77.62","1626.12","0","0","0","0","0","0"
"190","E3731","North Warwickshire","SD",NA,"5058548.8499999996","5159940.9000000004","910829","950151","4147719.8499999996","4209789.9000000004","0","0","20416.599999999999","20722.150000000001","98","98","0","0","20008.3","20307.7","252.82","254.09","207.3","207.3","0",0,0,"No","No","1298.8800000000001","191.98","0","1744.95","33","20307.7","0","0","28","20158.3"
"191","E2437","North West Leicestershire","SD",NA,"6957857","7235952","1725678","1843085","5232179","5392867","424192","435339","30937.8","31900","98","98","0","0","30319","31262","229.49","231.46","172.57","172.51","0",0,0,"No","No","1172.3800000000001","187.23","62.84","1653.91","31","25296","0","0","27","25150"
"192","E2835","Northampton","SD",NA,"14425380","15066013","1044721","1076092","13380659","13989921","0","0","66280.06","67741.53","97.1","97","0","0","64357.9","65709.3","224.14","229.28","207.91","212.91","0",0,0,"No","No","1166.5899999999999","209.04","0","1604.9099999999999","10","21237.8","0","0","10","21237.8"
"193","E2901","Northumberland","UA",NA,"154882837","165766697","7823193","8168414","147059644","157598283","7306335","7214970","100867.0111111111","102370.9","98.206099999999992","98.805119500000004","0","0","99057.600000000006","101147.7","1563.56","1638.86","1484.59","1558.1","4505118",44.539994483315,3,"No","No","0","98.33","0","1737.1899999999998","156","101147.7","0","0","149","100787.4"
"194","E2636","Norwich","SD",NA,"8374911","8732034","0","0","8374911","8732034","0","0","35383.5","36151.56","97","97","0","0","34322","35067","244.01","249.01","244.01","249.01","0",0,0,"No","No","1247.94","217.17","0","1714.1200000000001","0","0","0","0","0","0"
"195","E3001","Nottingham","UA",NA,"94211916","100947113","0","0","94211916","100947113","70999","72491","64410","65598.34","96.399599999999992","96.6","0","0","62091","63368","1517.32","1593.03","1517.32","1593.03","2883878",45.5100050498674,3,"No","No","0","183.42","75.290000000000006","1851.74","0","0","0","0","0","0"
"196","E3732","Nuneaton and Bedworth","SD",NA,"7687252","8006550.2000000002","0","0","7687252","8006550.2000000002","0","0","36206.5","36857.1","98.5","98.5","43","41.3","35706.400000000001","36345.5","215.29","220.29","215.29","220.29","0",0,0,"No","No","1298.8800000000001","191.98","0","1711.15","0","0","0","0","0","0"
"197","E2438","Oadby and Wigston","SD",NA,"3501210","3630690","0","0","3501210","3630690","0","0","17198.599999999999","17413.3","98.5","98.5","3.6","3.6","16944.2","17155.7","206.63","211.63","206.63","211.63","0",0,0,"No","No","1172.3800000000001","187.23","62.84","1634.0800000000002","0","0","0","0","0","0"
"198","E4204","Oldham","MD",NA,"78833995","82730792","245616","257442","78588379","82473350","31846044","33465040","56152.3","56667.4","96.89","96.89","0","0","54406","54905","1448.99","1506.8","1444.48","1502.11","1586205",28.8899918040251,2,"No","No","0","162.30000000000001","59.95","1729.05","2","13774","0","0","2","13774"
"199","E3132","Oxford","SD",NA,"12621173","13163986","197371","214888","12423802","12949098","0","0","44556.2","45534.1","98","98","0","0","43665.1","44623.4","289.04000000000002","295","284.52","290.19","0",0,0,"No","No","1345.59","170.28","0","1810.87","4","7323.1","0","0","4","7323.1"
"200","E2338","Pendle","SD",NA,"6846857","7320012","1166177","1479202","5680680","5840810","3560","7010","24136.799999999999","24321.1","96","96","0","0","23171.3","23348.3","295.49","313.51","245.16","250.16","0",0,0,"No","No","1221.74","165.45","65.5","1766.2","19","23348.3","0","0","17","23101.1"
"201","E0501","Peterborough","UA",NA,"64037620","68187792","575687","600462","63461933","67587330","609474","612928","54587","55377.5","98.5","98.5","332.2","332.2","54100.4","54879","1183.68","1242.51","1173.04","1231.57","1931192",35.1899998177809,3,"No","No","0","186.75","66.78","1496.04","29","54879","0","0","25","21197.8"
"202","E1101","Plymouth","UA",NA,"94081975","99613977","0","0","94081975","99613977","114970","125993","70054.899999999994","70974","98.5","98.5","841.9","866","69846","70775.399999999994","1346.99","1407.47","1346.99","1407.47","2860034",40.4100012151115,3,"No","No","0","176.28","81.569999999999993","1665.32","0","0","0","0","0","0"
"203","E1201","Poole","UA",NA,"69703204","74435248.620000005","0","0","69703204","74435248.620000005","195875","199359","55756.6","56725.4","99.1","99.1","160.19999999999999","151.1","55415","56366","1257.8399999999999","1320.57","1257.8399999999999","1320.57","2126689",37.7299968065855,3,"No","No","0","194.58","70.59","1585.7399999999998","0","0","0","0","0","0"
"204","E1701","Portsmouth","UA",NA,"65227926","70773582","0","0","65227926","70773582","794900","83400","54105.3","55878.8","97.8","97.8","623.79999999999995","680.4","53538.8","55329.9","1218.33","1279.1199999999999","1218.33","1279.1199999999999","2021754.5460000001",36.54,3,"No","No","0","165.46","63.84","1508.4199999999998","0","0","0","0","0","0"
"205","E2339","Preston","SD",NA,"10403489","10827647","168630","192130","10234859","10635517","0","0","36548.550000000003","37124","96.2","96.5","44.3","44.3","35204","35869","295.52","301.87","290.73","296.51","0",0,0,"No","No","1221.74","165.45","65.5","1754.5600000000002","9","8595","0","0","9","8595"
"206","E1236","Purbeck","SD",NA,"4690430","4956891","1380591","1481597","3309839","3475294","0","0","18844.89","19052.099999999999","99","100","0","0","18656.400000000001","19052.099999999999","251.41","260.18","177.41","182.41","0",0,0,"No","No","1326.87","194.58","70.59","1852.2199999999998","26","19052.099999999999","0","0","20","18302.5"
"207","E0303","Reading","UA",NA,"72470324","80000113","0","0","72470324","80000113","0","0","51696.2","54350.400000000001","98.75","98.75","0","0","51050","53671","1419.59","1490.56","1419.59","1490.56","2285724",42.5876916770696,3,"No","No","0","170.28","62.49","1723.33","0","0","0","0","0","0"
"208","E5046","Redbridge","OLB",NA,"94938721","102416291","0","0","94938721","102416291","16300155.68","17656000","84562.75","86667","98.550000000000011","98.8","0","0","83336.600000000006","85627","1139.22","1196.07","1139.22","1196.07","2926730.86",34.18,3,"No","No","280.02","0","0","1476.09","0","0","0","0","0","0"
"209","E0703","Redcar and Cleveland","UA",NA,"53735822","56372899","559330","581910","53176492","55790989","206385","204441","38267.4","38635.699999999997","99","99","0","0","37884.699999999997","38249.300000000003","1418.4","1473.83","1403.64","1458.61","1052766",27.5237978211366,1.96,"No","No","0","214.54","73.06","1761.4299999999998","5","22984.400000000001","0","0","5","22984.400000000001"
"210","E1835","Redditch","SD",NA,"5595657","5804225","8300","8300","5587357","5795925","0","0","25398.47","25766.78","99","99","0","0","25144.5","25509.1","222.54","227.54","222.21","227.21","0",0,0,"No","No","1155.31","189.6","79.53","1651.9799999999998","1","363.26","0","0","1","363.3"
"211","E3635","Reigate and Banstead","SD",NA,"12557709","13032385","347147","364128","12210562","12668257","0","0","58771.199999999997","59552.4","99.2","99.2","0","0","58301","59076","215.39","220.6","209.44","214.44","0",0,0,"No","No","1331.55","224.57","0","1776.7199999999998","2","10646.7","0","0","2","10646.7"
"212","E2340","Ribble Valley","SD",NA,"3585456","3680535","376779","405278","3208677","3275257","0","0","22190.400000000001","22650.9","99.25","99.25","0","0","22024","22481","162.80000000000001","163.72","145.69","145.69","0",0,0,"No","No","1221.74","165.45","65.5","1616.41","50","22481","0","0","36","22188"
"213","E5047","Richmond upon Thames","OLB",NA,"113333000","119770000","0","0","113333000","119770000","8287500","8750300","87874.1","89456.2","98.67","98.5","47.7","47.7","86753.1","88162.1","1306.3900000000001","1358.52","1306.3900000000001","1358.52","2303482",26.1278032170286,2,"No","No","280.02","0","0","1638.54","0","0","0","0","0","0"
"214","E2734","Richmondshire","SD",NA,"4399857","4624682","553671","577872","3846186","4046810","20020","22500","17622.3","18201.400000000001","98.88","98.8","1672.4","1623.6","19097.3","19606.599999999999","230.39","235.87","201.4","206.4","0",0,0,"No","No","1189.5","221.32","67.19","1713.8799999999999","100","19606.599999999999","0","0","78","18237.599999999999"
"215","E4205","Rochdale","MD",NA,"71930349","76839588","0","0","71930349","76839588","29840011","30693045","54399","54665","95.8","97","0","0","52114","53025.1","1380.25","1449.12","1380.25","1449.12","2195235",41.3999219237682,3,"Error","Error","0","162.30000000000001","59.95","1671.37","0","0","0","0","0","0"
"216","E1540","Rochford","SD",NA,"7766487","8070436","1255362","1369734","6511125","6700702","0","0","31126.7","31420.9","98.2","98.2","0","0","30566.400000000001","30855.3","254.09","261.56","213.02","217.17","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1651.35","14","30855.200000000001","0","0","14","30855.200000000001"
"217","E2341","Rossendale","SD",NA,"5036156","5218875","49751","50592","4986405","5168283","0","0","20030.900000000001","20353.900000000001","98.238","98.251500000000007","0","0","19678","19998","255.93","260.97000000000003","253.4","258.44","0",0,0,"No","No","1221.74","165.45","65.5","1713.66","1","2162","0","0","1","2162"
"218","E1436","Rother","SD",NA,"8082005","8596482","1318975","1572855","6763030","7023627","0","0","37369.4","37828.35","98.5","98.5","0","0","36808.9","37260.9","219.57","230.71","183.73","188.5","0",0,0,"No","No","1314.36","153.91","88.4","1787.38","32","21060.7","1","16200.3","32","37229.800000000003"
"219","E4403","Rotherham","MD",NA,"91577630","97717541","2389549","2565194","89188081","95152347","14567241","13976650","69226.36","70345.5","97","97","0","0","67149.600000000006","68235.100000000006","1363.79","1432.07","1328.2","1394.48","2719170",39.8500185388458,3,"No","No","0","158.16","68.959999999999994","1659.19","30","37529.5","0","0","28","37436.6"
"220","E3733","Rugby","SD",NA,"6746100","7062870","688530","718691","6057570","6344179","0","0","35134.49","35769.879999999997","98.6","98.6","129.1","131.69999999999999","34771.699999999997","35400.800000000003","194.01","199.51","174.21","179.21","0",0,0,"No","No","1298.8800000000001","191.98","0","1690.3700000000001","40","13301.1","0","0","36","13218.4"
"221","E3636","Runnymede","SD",NA,"4963172","5152032","0","0","4963172","5152032","0","0","33472","33613","99","99","41.5","50.2","33178.800000000003","33327.1","149.59","154.59","149.59","154.59","0",0,0,"No","No","1331.55","224.57","0","1710.71","0","0","0","0","0","0"
"222","E3038","Rushcliffe","SD",NA,"7643919","8066531","1890937","1992439","5752982","6074092","234600","243000","41373.33","42199","99","99","0","0","40959.599999999999","41777","186.62","193.09","140.46","145.38999999999999","0",0,0,"No","No","1351.97","183.42","75.290000000000006","1803.77","56","28053.1","0","0","46","27580.6"
"223","E1740","Rushmoor","SD",NA,"5664404","5863664","0","0","5664404","5863664","0","0","28988.73","29198.05","98","98","1763.71","1810.16","30172.7","30424.2","187.73","192.73","187.73","192.73","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1555.1299999999999","0","0","0","0","0","0"
"224","E2402","Rutland","UA",NA,"22522629","23918808","598229","676653","21924400","23242155","0","0","14424.43","14713.7","99","99","458","458","14738.2","15024.6","1528.18","1591.98","1487.59","1546.94","446982",29.7500099836268,2,"No","No","0","187.23","62.84","1842.05","57","15024.6","0","0","41","14602.2"
"225","E2755","Ryedale","SD",NA,"4654622","4895360","813922","887176","3840700","4008184","0","0","21232.52","21571.119999999999","98.6","98.6","8","8","20943.3","21277.1","222.25","230.08","183.39","188.38","0",0,0,"No","No","1189.5","221.32","67.19","1708.09","101","21277.1","0","0","77","20143.400000000001"
"226","E4206","Salford","MD",NA,"85078300","91844800","0","0","85078300","91844800","35860466","37892566","64404.2","66221.899999999994","96","96","0","0","61828","63573","1376.05","1444.71","1376.05","1444.71","2624293",41.2799930788228,3,"No","No","0","162.30000000000001","59.95","1666.96","0","0","0","0","0","0"
"227","E4604","Sandwell","MD",NA,"85479758","91417730","0","0","85479758","91417730","14158000","13786000","70620.179999999993","71936.710000000006","99","99","0","0","69914","71217.3","1222.6400000000001","1283.6400000000001","1222.6400000000001","1283.6400000000001","2612195.0573280002",36.6792206012865,3,"No","No","0","116.55","57.14","1457.3300000000002","0","0","0","0","0","0"
"228","E2736","Scarborough","SD",NA,"8783832","9156657","794217","830158","7989615","8326499","0","0","37698.9","38369.74","97.976201830543502","98.055599999999998","0","0","36936","37623.699999999997","237.81","243.37","216.31","221.31","0",0,0,"No","No","1189.5","221.32","67.19","1721.3799999999999","53","25705.9","0","0","39","25705.9"
"229","E3332","Sedgemoor","SD",NA,"7665288","8151637","2034162","2150181","5631126","6001456","1309106","1327240","39648.14","40286.61","97.6","97.8","0","0","38696.6","39400.300000000003","198.09","206.89","145.52000000000001","152.32","0",0,0,"No","No","1124.79","181.81","81.569999999999993","1595.0599999999997","54","39400.300000000003","0","0","51","38960.800000000003"
"230","E4304","Sefton","MD",NA,"111643501","118747666","924859","921458","110718642","117826208","33768701","31554659","82448.5","83358.600000000006","98","98.25","7","7","80806.5","81906.8","1381.62","1449.79","1370.17","1438.54","3366369",41.0999941396807,3,"No","No","0","165.97","74.34","1690.1","10","22910.400000000001","0","0","10","22910.400000000001"
"231","E2757","Selby","SD",NA,"6603431","6903083","1621391","1699832","4982040","5203251","1632820","1663352.75","30554.49","30973.55","98.69","98.69","0","0","30154.2","30567.8","218.99","225.83","165.22","170.22","0",0,0,"No","No","1189.5","221.32","67.19","1703.84","74","30567.8","0","0","59","30177.72"
"232","E2239","Sevenoaks","SD",NA,"13490145","14019649","3817602","4006376","9672543","10013273","15512","15512","49177.4","49664.4","99.4","99.4","13.4","16","48895.7","49382.400000000001","275.89999999999998","283.89999999999998","197.82","202.77","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1693.2199999999998","31","49382.400000000001","0","0","31","49382.400000000001"
"233","E4404","Sheffield","MD",NA,"180404048","191524765","476153","490420","179927895","191034345","25381445","24183207","138478.70000000001","140039.1","95.5","95.5","6.56","6.6","132253.70000000001","133743.9","1364.08","1432.03","1360.48","1428.36","5458658",40.8142576969866,3,"No","No","0","158.16","68.959999999999994","1659.15","3","18539.5","0","0","3","18539.5"
"234","E2240","Shepway","SD",NA,"10838835","11444953","1827155","2052914","9011680","9392039","435830","444272","36804.699999999997","37623.599999999999","98.5","98.5","377.2","372.11","36629.800000000003","37431.4","295.89999999999998","305.76","246.02","250.91","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1715.08","30","37431.4","0","0","28","37294.800000000003"
"235","E3202","Shropshire","UA",NA,"133728381.90000001","141375873","6659435","7155056","127068946.90000001","134220817","0","0","105841.8","107853.78","98.5","98.2","658.3","653.49","104912.5","106565.9","1274.67","1326.65","1211.19","1259.51","2581026",24.2199990803812,2,"No","No","0","189.6","94.52","1610.77","192","106565.9","0","0","156","105983.9"
"236","E0304","Slough","UA",NA,"48879444","52675212","189021","196592","48690423","52478620","0","0","40652.199999999997","41844.200000000004","98.4","98.4","0","0","40001.800000000003","41174.699999999997","1221.93","1279.31","1217.21","1274.54","1503288",36.5099927868327,3,"No","No","0","170.28","62.49","1512.08","3","4036.7","0","0","3","4036.7"
"237","E4605","Solihull","MD",NA,"89981985","96388426","1187985","1240426","88794000","95148000","9413516","9110500","74198","75873.899999999994","99","98.81","0","0","73456","74971","1224.98","1285.68","1208.81","1269.1300000000001","2718448",36.2599938642942,3,"No","No","0","116.55","57.14","1459.3700000000001","16","25828","0","0","16","25828"
"238","E0434","South Bucks","SD",NA,"6753466","7208597","2019286","2241498","4734180","4967099","0","0","32475.8","33013.699999999997","98.25","98.25","80.2","28.7","31987.7","32464.7","211.13","222.04","148","153","0",0,0,"No","No","1218.08","170.28","60.88","1671.28","12","32464.7","0","0","12","32464.7"
"239","E0536","South Cambridgeshire","SD",NA,"12627565","13322936","4775475","5088596","7852090","8234340","195200","197700","60527.9","61143.9","99.4","99.4","92.3","78.400000000000006","60257","60855.4","209.56","218.93","130.31","135.31","0",0,0,"No","No","1190.43","186.75","66.78","1662.89","102","60855.4","0","0","97","60619.199999999997"
"240","E1039","South Derbyshire","SD",NA,"5426328","5698393","679280","756081","4747048","4942312","0","0","31303","31967","99","99","0","0","30990","31647.3","175.1","180.06","153.18","156.16999999999999","0",0,0,"Error","Error","1211.6600000000001","180.6","72.58","1644.8899999999999","50","22606","0","0","31","21296"
"241","E0103","South Gloucestershire","UA",NA,"123157899","130247142","6342424","6825210","116815475","123421932","582351","586196.56000000006","91275.9","91772.6","98.5","98.590199999999996","298.2","298.2","90205","90777","1365.31","1434.8","1295","1359.62","3526686",38.8499950427972,3,"No","No","0","181.81","69.28","1685.8899999999999","47","79104","0","0","47","79104"
"242","E1136","South Hams","SD",NA,"7411358","7905036","1845218","2095495","5566140","5809541","0","0","37691.42","38072.67","98","98","66.400000000000006","68.400000000000006","37004","37379.599999999999","200.29","211.48","150.41999999999999","155.41999999999999","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1737.25","61","37379.599999999999","0","0","61","37379.599999999999"
"243","E2535","South Holland","SD",NA,"5131987","5349819","690490","713370","4441497","4636449","2286730","2337872","26858.7","27290","98.78","98.541499999999999","0","0","26531","26892","193.43","198.94","167.41","172.41","0",0,0,"No","No","1173.42","205.47","0","1577.8300000000002","22","18035","0","0","22","18035"
"244","E2536","South Kesteven","SD",NA,"8047089","8430868","1475571","1576603","6571518","6854265","649194","655524","45383.4","46060.4","100","100","57","59","45440.4","46119.4","177.09","182.81","144.62","148.62","0",0,0,"No","No","1173.42","205.47","0","1561.7","83","35463.4","1","10656","72","45613.9"
"245","E0936","South Lakeland","SD",NA,"9519375","9892445","1479375","1563370","8040000","8329075","0","0","45074.3","45322.400000000001","98.75","99","0","0","44510.9","44869.2","213.87","220.47","180.63","185.63","0",0,0,"No","No","1281.02","220.77","0","1722.26","77","44869.2","0","0","60","44243.100000000013"
"246","E2637","South Norfolk","SD",NA,"9220580","9926848","3024000","3253242","6196580","6673606","146783","144931","46043.7","47596","98.5","99","0","0","45353","47120","203.31","210.67","136.63","141.63","0",0,0,"No","No","1247.94","217.17","0","1675.7800000000002","119","47120","0","0","101","46712"
"247","E2836","South Northamptonshire","SD",NA,"8389277.1099999994","8817933","2453055","2599858","5936222.1099999994","6218075","0","0","34540.5","35177.550000000003","98","98","0","0","33849.699999999997","34474","247.84","255.79","175.37","180.37","0",0,0,"No","No","1166.5899999999999","209.04","0","1631.4199999999998","78","34474","0","0","66","33788.6"
"248","E3133","South Oxfordshire","SD",NA,"10527302","10842266","4412995","4662083","6114307","6180183","0","0","55425.4","56042.6","98","98","648.1","635.5","54965","55557.2","191.53","195.16","111.24","111.24","0",0,0,"No","No","1345.59","170.28","0","1711.03","86","55557.2","0","0","80","55347.6"
"249","E2342","South Ribble","SD",NA,"7575138","7750899","320263","397669","7254875","7353230","0","0","35526.120000000003","36007.760000000002","98","98","0","0","34815.599999999999","35287.599999999999","217.58","219.65","208.38","208.38","0",0,0,"No","No","1221.74","165.45","65.5","1672.3400000000001","7","15657.6","0","0","7","15657.6"
"250","E3334","South Somerset","SD",NA,"13469340","14365641","4542890","5025361","8926450","9340280","0","0","58591.9","59366.7","99","99","537","540","58543","59313","230.08","242.20999999999998","152.47999999999999","157.47999999999999","0",0,0,"Error","Error","1124.79","181.81","81.569999999999993","1630.3799999999999","121","59313","0","0","108","58485.5"
"251","E3435","South Staffordshire","SD",NA,"5656026","5929554.79","1928741","1971232.59","3727285","3958322.2","0","0","37522.1","37956.19","99","99","0","0","37146.9","37576.6","152.26","157.80000000000001","100.34","105.34","0",0,0,"No","No","1142.54","181.16","71.56","1553.06","27","37576.6","0","0","27","37576.6"
"252","E4504","South Tyneside","MD",NA,"50618633","54206350","0","0","50618633","54206350","8775735","8472092","37930.699999999997","38703.300000000003","97.5","97.5","0","0","36982.400000000001","37735.699999999997","1368.72","1436.47","1368.72","1436.47","1549491",41.0616736936111,3,"No","No","0","98.33","77.62","1612.42","0","0","0","0","0","0"
"253","E1702","Southampton","UA",NA,"81010937","88480172","0","0","81010937","88480172","74767","77205","62366.2","64579.1","96.95","97.399999999999991","0","0","60464","62900","1339.82","1406.68","1339.82","1406.68","2527951",40.19,3,"No","No","0","165.46","63.84","1635.98","0","0","0","0","0","0"
"254","E1501","Southend-on-Sea","UA",NA,"67557255","72455183","391402","400904","67165853","72054279","0","0","57424","58677.9","97","97","0","0","55701.3","56917.599999999999","1212.8499999999999","1272.98","1205.82","1265.94","2055864",36.1200050599463,3,"No","No","0","157.05000000000001","69.03","1499.06","1","8717.2000000000007","0","0","1","8717.2000000000007"
"255","E5019","Southwark","ILB",NA,"84879498","93715169","0","0","84879498","93715169","1903841","1937538","94052.58","98705","97","97.2","0","0","91231","95941.3","930.38","976.8","930.38","976.8","2677713",27.9099094967444,3,"No","No","280.02","0","0","1256.82","0","0","0","0","0","0"
"256","E3637","Spelthorne","SD",NA,"7180526","7487607","0","0","7180526","7487607","0","0","38308.400000000001","38908.6","100","100","0","0","38308.400000000001","38908.6","187.44","192.44","187.44","192.44","0",0,0,"No","No","1331.55","224.57","0","1748.56","0","0","0","0","0","0"
"257","E1936","St Albans","SD",NA,"12647929","12969690","2416816","2572692","10231113","10396998","0","0","61598.899999999994","61977.9","98.7","98.7","0","0","60798.1","61172.2","208.03","212.02","168.28","169.96","0",0,0,"No","No","1245.83","152","0","1609.85","9","36478.800000000003","0","0","9","36478.800000000003"
"258","E3535","St Edmundsbury","SD",NA,"8249403","8629567.3000000007","1864974","2024943","6384429","6604624.3000000007","0","0","36017.300000000003","36500","98.430698580959699","98.525397260273962","285","295.5","35737.1","36257.300000000003","230.84","238.01","178.65","182.16","0",0,0,"No","No","1183.5","176.85","0","1598.36","72","36257.300000000003","0","0","67","35995.4"
"259","E4303","St Helens","MD",NA,"62005309","66387809","300198","310776","61705111","66077033","20874970","19873462","49902","50898","98","98","0","0","48904","49880","1267.9000000000001","1330.95","1261.76","1324.72","1887958",37.85,3,"No","No","0","165.97","74.34","1571.26","7","15820","0","0","7","15820"
"260","E3436","Stafford","SD",NA,"7374820","7743551.1200000001","810436","909225.7","6564384","6834325.4199999999","0","0","44602.1","45573.7","98.5","98.5","504.9","511.7","44438","45401.8","165.96","170.56","147.72","150.53","0",0,0,"No","No","1142.54","181.16","71.56","1565.82","39","26276.2","0","0","38","26204.5"
"261","E3437","Staffordshire Moorlands","SD",NA,"5962965","6168299","1072535","1140389","4890430","5027910","361570","374280","32885.5","33161.1","98.7","98.7","0","0","32458","32730","183.71","188.46","150.66999999999999","153.62","0",0,0,"No","No","1142.54","181.16","71.56","1583.72","43","32730","0","0","43","32730"
"262","E1937","Stevenage","SD",NA,"5009943","5299586","0","0","5009943","5299586","0","0","26484.37","27239.9","97.75","98","0","0","25888.5","26695.1","193.52","198.52","193.52","198.52","0",0,0,"No","No","1245.83","152","0","1596.35","0","0","0","0","0","0"
"263","E4207","Stockport","MD",NA,"131460874","140896576","0","0","131460874","140896576","38727749","40833071","92078.9","93997.3","98.5","98.5","0","0","90697.7","92587.3","1449.44","1521.77","1449.44","1521.77","4025696",43.480002116921,3,"No","No","0","162.30000000000001","59.95","1744.02","0","0","0","0","0","0"
"264","E0704","Stockton-on-Tees","UA",NA,"74920563","79955006","699201","744264","74221362","79210742","202000","205000","54495.4","55301","98","98.25","0","0","53405.5","54333.2","1402.86","1471.57","1389.77","1457.87","2265151",41.6899980122651,3,"No","No","0","214.54","73.06","1759.1699999999998","19","32817.4","0","0","15","32593.200000000001"
"265","E3401","Stoke-on-Trent","UA",NA,"70995174","75568450","0","0","70995174","75568450","68596","70920","62165.2","64242.7","96.500200000000007","96.5","0","0","59989.5","61994.2","1183.46","1218.96","1183.46","1218.96","1467403",23.6700046133348,2,"No","No","0","181.16","71.56","1471.68","0","0","0","0","0","0"
"266","E3734","Stratford-on-Avon","SD",NA,"9606833","10180963","2850473","3061183","6756360","7119780","0","0","50909.1","52596.46","99.6","99.6","75.099999999999994","77.16","50780.6","52463.199999999997","189.18","194.06","133.05000000000001","135.71","0",0,0,"No","No","1298.8800000000001","191.98","0","1684.92","109","52463.199999999997","0","0","87","51528.800000000003"
